"LOCATION","Country","PSECSE_INDICATOR","PSECSE indicator","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1986","1986","AUD","Australian Dollar","6","Millions",,,2384.0381224,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1987","1987","AUD","Australian Dollar","6","Millions",,,1884.5919947,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1988","1988","AUD","Australian Dollar","6","Millions",,,2067.8391452,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1989","1989","AUD","Australian Dollar","6","Millions",,,2032.3271167,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1990","1990","AUD","Australian Dollar","6","Millions",,,2102.1588674,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1991","1991","AUD","Australian Dollar","6","Millions",,,1886.018251,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1992","1992","AUD","Australian Dollar","6","Millions",,,2268.3920983,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1993","1993","AUD","Australian Dollar","6","Millions",,,2261.0013215,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1994","1994","AUD","Australian Dollar","6","Millions",,,2253.9272872,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1995","1995","AUD","Australian Dollar","6","Millions",,,2295.7931771,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1996","1996","AUD","Australian Dollar","6","Millions",,,2264.2462705,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1997","1997","AUD","Australian Dollar","6","Millions",,,1915.0018976,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1998","1998","AUD","Australian Dollar","6","Millions",,,1913.3557868,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1999","1999","AUD","Australian Dollar","6","Millions",,,1678.5540626,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2000","2000","AUD","Australian Dollar","6","Millions",,,1582.4615,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2001","2001","AUD","Australian Dollar","6","Millions",,,1831.490515,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2002","2002","AUD","Australian Dollar","6","Millions",,,2177.615301,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2003","2003","AUD","Australian Dollar","6","Millions",,,2136.237829,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2004","2004","AUD","Australian Dollar","6","Millions",,,2130.8907675,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2005","2005","AUD","Australian Dollar","6","Millions",,,2400.589176,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2006","2006","AUD","Australian Dollar","6","Millions",,,2710.681,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2007","2007","AUD","Australian Dollar","6","Millions",,,3108.755182,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2008","2008","AUD","Australian Dollar","6","Millions",,,2809.727,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2009","2009","AUD","Australian Dollar","6","Millions",,,2109.0610166,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2010","2010","AUD","Australian Dollar","6","Millions",,,2507.385,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2011","2011","AUD","Australian Dollar","6","Millions",,,2821.884,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2012","2012","AUD","Australian Dollar","6","Millions",,,2337.2389,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2013","2013","AUD","Australian Dollar","6","Millions",,,2529.9986642,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2014","2014","AUD","Australian Dollar","6","Millions",,,2599.565,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2015","2015","AUD","Australian Dollar","6","Millions",,,2405.558,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2016","2016","AUD","Australian Dollar","6","Millions",,,2765.13272,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2017","2017","AUD","Australian Dollar","6","Millions",,,3662.51454,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2018","2018","AUD","Australian Dollar","6","Millions",,,3445.525034,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2019","2019","AUD","Australian Dollar","6","Millions",,,3527.621,,
"AUS","Australia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2020","2020","AUD","Australian Dollar","6","Millions",,,3544.78,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1986","1986","CAD","Canadian Dollar","6","Millions",,,9821.3583581,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1987","1987","CAD","Canadian Dollar","6","Millions",,,9897.8723826,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1988","1988","CAD","Canadian Dollar","6","Millions",,,8108.0203502,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1989","1989","CAD","Canadian Dollar","6","Millions",,,7471.3320886,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1990","1990","CAD","Canadian Dollar","6","Millions",,,9550.9996159,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1991","1991","CAD","Canadian Dollar","6","Millions",,,9901.5260549,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1992","1992","CAD","Canadian Dollar","6","Millions",,,8097.2181945,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1993","1993","CAD","Canadian Dollar","6","Millions",,,6878.9554024,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1994","1994","CAD","Canadian Dollar","6","Millions",,,6488.874312,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1995","1995","CAD","Canadian Dollar","6","Millions",,,6952.9371746,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1996","1996","CAD","Canadian Dollar","6","Millions",,,6359.6409162,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1997","1997","CAD","Canadian Dollar","6","Millions",,,5403.7230765,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1998","1998","CAD","Canadian Dollar","6","Millions",,,6045.520969,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1999","1999","CAD","Canadian Dollar","6","Millions",,,6588.6094335,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2000","2000","CAD","Canadian Dollar","6","Millions",,,7662.351402,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2001","2001","CAD","Canadian Dollar","6","Millions",,,7192.6001791,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2002","2002","CAD","Canadian Dollar","6","Millions",,,8868.3928022,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2003","2003","CAD","Canadian Dollar","6","Millions",,,10049.320341,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2004","2004","CAD","Canadian Dollar","6","Millions",,,8742.9144062,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2005","2005","CAD","Canadian Dollar","6","Millions",,,9726.8430962,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2006","2006","CAD","Canadian Dollar","6","Millions",,,8954.0193534,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2007","2007","CAD","Canadian Dollar","6","Millions",,,9084.2087031,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2008","2008","CAD","Canadian Dollar","6","Millions",,,7906.0768724,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2009","2009","CAD","Canadian Dollar","6","Millions",,,9220.7428329,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2010","2010","CAD","Canadian Dollar","6","Millions",,,9009.3058074,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2011","2011","CAD","Canadian Dollar","6","Millions",,,9268.7876655,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2012","2012","CAD","Canadian Dollar","6","Millions",,,9098.8528425,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2013","2013","CAD","Canadian Dollar","6","Millions",,,7405.8034752,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2014","2014","CAD","Canadian Dollar","6","Millions",,,6914.4882049,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2015","2015","CAD","Canadian Dollar","6","Millions",,,6836.2523422,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2016","2016","CAD","Canadian Dollar","6","Millions",,,7923.348287,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2017","2017","CAD","Canadian Dollar","6","Millions",,,6940.8008873,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2018","2018","CAD","Canadian Dollar","6","Millions",,,6934.9297691,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2019","2019","CAD","Canadian Dollar","6","Millions",,,7781.9755552,,
"CAN","Canada","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2020","2020","CAD","Canadian Dollar","6","Millions",,,8514.8861649,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1986","1986","ISK","Iceland Krona","6","Millions",,,8069.97488,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1987","1987","ISK","Iceland Krona","6","Millions",,,10402.096883,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1988","1988","ISK","Iceland Krona","6","Millions",,,13164.893154,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1989","1989","ISK","Iceland Krona","6","Millions",,,15461.661944,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1990","1990","ISK","Iceland Krona","6","Millions",,,16313.058004,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1991","1991","ISK","Iceland Krona","6","Millions",,,17701.117761,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1992","1992","ISK","Iceland Krona","6","Millions",,,16646.0177,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1993","1993","ISK","Iceland Krona","6","Millions",,,12071.975935,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1994","1994","ISK","Iceland Krona","6","Millions",,,10031.032746,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1995","1995","ISK","Iceland Krona","6","Millions",,,9500.4698531,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1996","1996","ISK","Iceland Krona","6","Millions",,,9817.6428171,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1997","1997","ISK","Iceland Krona","6","Millions",,,10603.880667,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1998","1998","ISK","Iceland Krona","6","Millions",,,13836.973626,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1999","1999","ISK","Iceland Krona","6","Millions",,,14107.612026,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2000","2000","ISK","Iceland Krona","6","Millions",,,12689.942178,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2001","2001","ISK","Iceland Krona","6","Millions",,,12954.95455,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2002","2002","ISK","Iceland Krona","6","Millions",,,15153.326035,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2003","2003","ISK","Iceland Krona","6","Millions",,,13954.37192,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2004","2004","ISK","Iceland Krona","6","Millions",,,14790.382668,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2005","2005","ISK","Iceland Krona","6","Millions",,,17147.760964,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2006","2006","ISK","Iceland Krona","6","Millions",,,17502.332653,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2007","2007","ISK","Iceland Krona","6","Millions",,,15046.725742,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2008","2008","ISK","Iceland Krona","6","Millions",,,17722.667316,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2009","2009","ISK","Iceland Krona","6","Millions",,,17423.174447,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2010","2010","ISK","Iceland Krona","6","Millions",,,16630.603326,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2011","2011","ISK","Iceland Krona","6","Millions",,,17335.209478,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2012","2012","ISK","Iceland Krona","6","Millions",,,19555.766418,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2013","2013","ISK","Iceland Krona","6","Millions",,,18874.279882,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2014","2014","ISK","Iceland Krona","6","Millions",,,23998.105591,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2015","2015","ISK","Iceland Krona","6","Millions",,,27534.405671,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2016","2016","ISK","Iceland Krona","6","Millions",,,29613.737311,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2017","2017","ISK","Iceland Krona","6","Millions",,,28757.646848,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2018","2018","ISK","Iceland Krona","6","Millions",,,27896.677576,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2019","2019","ISK","Iceland Krona","6","Millions",,,29092.600711,,
"ISL","Iceland","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2020","2020","ISK","Iceland Krona","6","Millions",,,29112.92175,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1986","1986","JPY","Yen","9","Billions",,,8204.6527756,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1987","1987","JPY","Yen","9","Billions",,,7660.6791919,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1988","1988","JPY","Yen","9","Billions",,,7452.1593273,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1989","1989","JPY","Yen","9","Billions",,,7301.3967299,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1990","1990","JPY","Yen","9","Billions",,,6873.4891492,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1991","1991","JPY","Yen","9","Billions",,,6864.6650737,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1992","1992","JPY","Yen","9","Billions",,,7772.5540551,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1993","1993","JPY","Yen","9","Billions",,,7598.1635703,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1994","1994","JPY","Yen","9","Billions",,,8761.0522504,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1995","1995","JPY","Yen","9","Billions",,,8585.772887,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1996","1996","JPY","Yen","9","Billions",,,7680.4563706,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1997","1997","JPY","Yen","9","Billions",,,6823.9553243,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1998","1998","JPY","Yen","9","Billions",,,7438.5529845,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1999","1999","JPY","Yen","9","Billions",,,6905.8644237,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2000","2000","JPY","Yen","9","Billions",,,6895.697472,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2001","2001","JPY","Yen","9","Billions",,,6442.8886805,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2002","2002","JPY","Yen","9","Billions",,,6439.0445833,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2003","2003","JPY","Yen","9","Billions",,,6420.2678566,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2004","2004","JPY","Yen","9","Billions",,,5735.3898609,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2005","2005","JPY","Yen","9","Billions",,,5469.4392869,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2006","2006","JPY","Yen","9","Billions",,,5174.8908843,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2007","2007","JPY","Yen","9","Billions",,,5014.6984606,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2008","2008","JPY","Yen","9","Billions",,,5125.8788977,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2009","2009","JPY","Yen","9","Billions",,,4861.4721082,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2010","2010","JPY","Yen","9","Billions",,,5136.5780556,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2011","2011","JPY","Yen","9","Billions",,,5238.8715005,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2012","2012","JPY","Yen","9","Billions",,,5538.6400876,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2013","2013","JPY","Yen","9","Billions",,,5112.3973595,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2014","2014","JPY","Yen","9","Billions",,,4668.6150816,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2015","2015","JPY","Yen","9","Billions",,,4571.3386981,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2016","2016","JPY","Yen","9","Billions",,,5143.3196784,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2017","2017","JPY","Yen","9","Billions",,,5273.3923885,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2018","2018","JPY","Yen","9","Billions",,,5046.3109653,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2019","2019","JPY","Yen","9","Billions",,,5205.7222263,,
"JPN","Japan","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2020","2020","JPY","Yen","9","Billions",,,5290.2297089,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1986","1986","KRW","Won","9","Billions",,,8338.5276522,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1987","1987","KRW","Won","9","Billions",,,8761.4278596,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1988","1988","KRW","Won","9","Billions",,,11226.483088,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1989","1989","KRW","Won","9","Billions",,,12445.129182,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1990","1990","KRW","Won","9","Billions",,,14103.315614,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1991","1991","KRW","Won","9","Billions",,,15463.889121,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1992","1992","KRW","Won","9","Billions",,,16097.919773,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1993","1993","KRW","Won","9","Billions",,,16043.833223,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1994","1994","KRW","Won","9","Billions",,,18290.502753,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1995","1995","KRW","Won","9","Billions",,,20561.973174,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1996","1996","KRW","Won","9","Billions",,,20475.113376,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1997","1997","KRW","Won","9","Billions",,,21790.616132,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1998","1998","KRW","Won","9","Billions",,,19652.886487,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1999","1999","KRW","Won","9","Billions",,,22758.444911,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2000","2000","KRW","Won","9","Billions",,,22829.545022,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2001","2001","KRW","Won","9","Billions",,,19647.934806,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2002","2002","KRW","Won","9","Billions",,,20358.819014,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2003","2003","KRW","Won","9","Billions",,,19981.135747,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2004","2004","KRW","Won","9","Billions",,,23812.219919,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2005","2005","KRW","Won","9","Billions",,,24302.902768,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2006","2006","KRW","Won","9","Billions",,,23989.41109,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2007","2007","KRW","Won","9","Billions",,,22355.36234,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2008","2008","KRW","Won","9","Billions",,,23403.281243,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2009","2009","KRW","Won","9","Billions",,,26850.639563,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2010","2010","KRW","Won","9","Billions",,,25250.678726,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2011","2011","KRW","Won","9","Billions",,,26280.806708,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2012","2012","KRW","Won","9","Billions",,,26038.130416,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2013","2013","KRW","Won","9","Billions",,,25779.798408,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2014","2014","KRW","Won","9","Billions",,,24579.791567,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2015","2015","KRW","Won","9","Billions",,,26822.720445,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2016","2016","KRW","Won","9","Billions",,,25708.006063,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2017","2017","KRW","Won","9","Billions",,,28253.912874,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2018","2018","KRW","Won","9","Billions",,,29815.198781,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2019","2019","KRW","Won","9","Billions",,,27562.436868,,
"KOR","Korea","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2020","2020","KRW","Won","9","Billions",,,29224.223574,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1991","1991","MXN","Mexican Peso","6","Millions",,,29368.990293,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1992","1992","MXN","Mexican Peso","6","Millions",,,34307.652793,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1993","1993","MXN","Mexican Peso","6","Millions",,,38414.846435,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1994","1994","MXN","Mexican Peso","6","Millions",,,31993.011627,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1995","1995","MXN","Mexican Peso","6","Millions",,,-18.35507929,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1996","1996","MXN","Mexican Peso","6","Millions",,,15369.128288,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1997","1997","MXN","Mexican Peso","6","Millions",,,42189.461392,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1998","1998","MXN","Mexican Peso","6","Millions",,,56832.224713,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1999","1999","MXN","Mexican Peso","6","Millions",,,65360.571924,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2000","2000","MXN","Mexican Peso","6","Millions",,,89708.510419,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2001","2001","MXN","Mexican Peso","6","Millions",,,78198.764521,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2002","2002","MXN","Mexican Peso","6","Millions",,,103045.46983,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2003","2003","MXN","Mexican Peso","6","Millions",,,87687.034494,,
"MEX","Mexico","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2004","2004","MXN","Mexican Peso","6","Millions",,,70432.431803,,
